2411,327390,366343,572833,650991,765387,782019,865767,976015,1074254,1180711,1281330,1357062,1386331,1464653,1582272,1681369,1778420,1879383,1977339,2074432,2177615,2218128,2310484,2402275,2412687,2515396,2616912,2719491,2892978,2992847,3094900,3194910,3291203,3394569,3494610,3591885,3700066,3829662,3932644,4039986,4137835,4233240,4331703,4431243,4530455,4631795,4735232,4837303,4935393,5038153,5138826,5234312,5337790,5438925,5533517,5636907,5737978,5834231,5931197,6027507,6124977,6225869,6325302,6425479,6523484,6618628,6716452,6813414,6911409,7006610,7113516,7215626,7315523,7414413,7520458,7615802,7717848,7821956,7921180,8018014,8121954,8218851,8325712,8422173,8523402,8620450,8719970,8821044,8926930,9026273,9128358,9229930,9333787,9436191,9535709,9635999,9733014,9836217,9966579
2423,175873,301792,338802,359889,532545,614245,726059,832011,941198,1047482,1100279,1176125,1305524,1355712,1505311,1602727,1699558,1805047,1912531,2009655,2112660,2210920,2315473,2419391,2530836,2630948,2738248,2837267,2940797,3049595,3218087,3328087,3426233,3525448,3623832,3652305,3735668,3834113,3945446,4055107,4163223,4260289,4356381,4454685,4559430,4656952,4758195,4862870,4958211,5061161,5162616,5260951,5361587,5459612,5558307,5660709,5761764,5856483,5955343,6050684,6149421,6250100,6350098,6452365,6545338,6643178,6738284,6834992,6934796,7031782,7136373,7238996,7338861,7436746,7541832,7639101,7741601,7846670,7944405,8044405,8145425,8244066,8346937,8447242,8546206,8644524,8742982,8844031,8949046,9050572,9155076,9254053,9359825,9458360,9559168,9661207,9759359,9860307,9949573
2442,36022,262749,339459,453451,622454,758328,840892,923559,1041307,1213115,1306062,1406232,1505156,1599130,1700643,1804024,1853477,1903764,1998766,2101841,2263396,2365055,2470041,2572510,2670993,2775298,2874917,2918510,2988852,3088572,3180622,3281244,3382718,3481047,3580702,3681712,3790504,3891788,3923325,4010636,4112573,4204344,4300026,4395310,4496497,4598462,4696016,4798138,4902474,4999104,5100173,5197251,5302454,5399886,5500837,5601864,5696881,5801061,5895852,5993837,6089166,6188721,6290130,6391722,6488724,6582100,6681751,6778401,6875099,6973406,7074855,7176382,7281293,7376434,7481348,7583016,7680417,7781979,7883197,7984309,8083211,8184054,8285312,8388081,8485597,8588647,8682828,8782889,8891849,8988654,9090388,9194411,9292443,9401611,9508668,9608252,9705176,9810074,9999055
2458,221361,227542,252425,281757,326653,362546,406877,459638,663406,703490,856151,1061053,1232967,1415509,1534635,1636796,1739589,1848354,1950768,2049185,2153123,2157153,2259254,2363166,2567718,2670007,2770344,2872269,2977732,3082660,3182929,3281946,3384845,3484428,3584387,3687634,3790070,3893752,3995892,4095378,4191621,4291845,4388163,4490216,4589516,4690800,4793949,4896905,4994466,5096449,5194135,5297427,5395251,5495378,5596969,5693526,5795765,5891671,5989869,6085990,6185129,6286686,6385991,6484269,6577546,6677244,6773194,6871598,6969291,7071133,7171542,7275451,7372529,7477828,7578479,7675996,7777566,7879182,7980510,8079135,8178788,8280189,8385119,8480824,8582399,8679443,8778965,8886156,8984829,9085216,9189136,9289269,9394952,9493905,9595818,9693606,9794798,9896098,9904438
2627,306464,334613,366049,421549,601823,665666,829648,842023,852216,947133,1082746,1182999,1282527,1378764,1518451,1614773,1714590,1817444,1935299,2032832,2136180,2172748,2234857,2328899,2430988,2622539,2729274,2837924,2942107,3040158,3139188,3240588,3343180,3437640,3539362,3639431,3751614,3851501,3963036,4061097,4160604,4256211,4351561,4452298,4562959,4663589,4766093,4867730,4964332,5069153,5168119,5268986,5369164,5463767,5564752,5667560,5767632,5863733,5962420,6055162,6155574,6256064,6355594,6459279,6552244,6647035,6743772,6842339,6938269,7038355,7144189,7244440,7345635,7445598,7546341,7646384,7750176,7851473,7950924,8050089,8150079,8250786,8354437,8451454,8553784,8651054,8747646,8850933,8956092,9054907,9160135,9261121,9365450,9464255,9566702,9665063,9764866,9866263,9934832
2652,176446,351356,471923,566734,628016,762208,871698,972057,1071266,1081335,1153439,1193077,1290697,1368029,1468578,1566230,1665544,1763550,1874768,1973384,2164773,2213400,2318304,2421980,2613501,2717757,2816339,2925608,3032206,3132321,3140811,3233109,3334319,3441582,3541868,3632084,3735295,3832709,3945300,4045672,4151986,4243030,4337735,4437196,4542693,4639298,4740132,4842570,4941143,5044418,5145385,5241731,5343685,5443196,5539501,5643761,5742772,5840866,5937368,6033778,6131409,6231553,6331810,6431217,6528732,6622647,6721727,6819657,6917747,7013751,7118634,7220899,7320574,7419207,7524721,7620627,7723948,7827972,7927255,8023448,8128500,8224671,8330479,8428150,8528353,8625519,8725400,8827218,8931539,9033802,9135215,9235822,9338341,9442046,9540925,9643496,9739221,9840969,9950635
2702,223156,353270,445808,487478,606660,680365,796905,908028,1000805,1095773,1191382,1289396,1386976,1505209,1600344,1750189,1863587,1930624,2008493,2108498,2120144,2219092,2322077,2426929,2529811,2627620,2734829,2820279,2830089,2933788,3035758,3145457,3246635,3348766,3445269,3552529,3649998,3762938,3903346,4001099,4160821,4255746,4352211,4452724,4556593,4655252,4754388,4859271,4957259,5059126,5159547,5257170,5359822,5457035,5555584,5656789,5757743,5855450,5952626,6047527,6147016,6248073,6346746,6450274,6541558,6639258,6737066,6827360,6922213,7021614,7126691,7226417,7327299,7426822,7532573,7629007,7732323,7833574,7934807,8034413,8133996,8232946,8338990,8437636,8536364,8634902,8729570,8835057,8939317,9038285,9142198,9244409,9348380,9448312,9549109,9647878,9747924,9848981,9937862
2791,244630,271803,312973,423960,512364,653013,722068,808543,971464,1133518,1250165,1347084,1426347,1514856,1554587,1653817,1749025,1820871,1920976,2015188,2121285,2220093,2273183,2334653,2440108,2540817,2636585,2745840,2855414,2956019,3062603,3159384,3257995,3403606,3500939,3598794,3772767,3869985,3971617,4069800,4168869,4263553,4362770,4462199,4565494,4663668,4766148,4869272,4965879,5070289,5170254,5269000,5370734,5467383,5564942,5667806,5770192,5864658,5963527,6057811,6155599,6258549,6358386,6459462,6552339,6649434,6745740,6844381,6941607,7038946,7146186,7247267,7345856,7445868,7548733,7648048,7751690,7853946,7951817,8052244,8152813,8251117,8354751,8454473,8555163,8652587,8750639,8851542,8957400,9058297,9160408,9261412,9367876,9465179,9555018,9658454,9757338,9857154,9928308
3004,172237,213201,272942,281776,432214,551571,672936,782515,934622,998330,1094545,1178699,1317208,1346805,1455479,1564706,1721127,1863480,1958999,2098664,2198470,2302621,2403821,2506967,2609202,2710455,2813563,2914230,3019089,3049871,3116810,3227160,3326933,3434915,3546914,3643853,3746411,3864945,3964725,4064094,4161880,4258915,4353821,4453043,4565532,4665176,4767488,4869412,4967183,5069438,5170381,5270191,5371112,5467686,5566266,5668874,5770308,5865089,5955611,6049825,6150584,6250773,6349668,6453696,6545514,6641856,6739231,6835541,6934239,7032860,7137213,7238459,7339754,7436930,7540873,7639990,7742024,7846243,7945987,8044844,8144772,8245053,8347257,8446136,8547099,8644381,8742370,8845041,8949535,9050291,9155306,9254078,9358163,9459186,9558989,9660507,9760245,9860450,9929527
3290,122009,161603,292439,339211,442304,562926,760018,826605,890662,1059782,1163536,1232622,1260726,1360302,1450810,1537884,1625387,1733433,1837218,2017930,2135373,2223979,2325672,2442289,2541669,2639761,2747132,2856119,2953640,3060476,3167337,3268116,3369531,3467372,3568145,3665548,3767013,3867860,3975450,4074352,4169718,4267672,4364770,4474355,4575302,4667567,4771101,4874824,4971931,5074193,5174667,5272148,5374550,5471425,5570458,5673292,5774605,5869430,5967233,6062180,6160391,6262620,6363664,6462514,6557217,6654055,6749770,6848284,6946689,7044529,7150633,7252240,7348833,7451278,7553389,7652018,7754852,7858712,7957357,8056330,8157838,8255904,8360824,8459523,8559569,8656965,8755559,8855149,8961310,9063482,9164904,9266739,9373346,9470140,9571296,9672420,9769594,9871422,9921694
3351,74318,181245,329057,485269,527566,628476,722146,819097,949960,1036411,1063847,1165036,1272419,1391111,1509890,1605980,1704478,1821610,1922495,2016040,2121360,2220421,2326365,2421999,2524513,2633053,2740004,2841724,2942770,3049758,3145275,3249216,3349475,3446259,3605722,3705606,3806283,3909010,4004017,4104645,4200477,4300485,4395821,4455342,4498589,4657764,4759017,4863719,4958329,5062516,5163142,5261008,5362366,5460117,5558714,5661448,5763211,5856640,5956219,6051509,6149514,6250822,6350494,6453468,6545600,6643592,6738414,6836387,6935227,7032399,7137339,7240063,7339324,7437374,7542109,7639234,7742308,7847539,7944762,8044959,8145871,8244752,8347558,8447649,8546508,8646063,8743761,8845165,8951444,9050780,9156007,9256825,9360045,9459296,9559930,9662091,9760566,9861861,9951195
3355,10833,114962,248325,254416,296804,334257,435891,488757,648714,830696,956183,1167015,1348031,1457317,1608091,1722750,1729588,1829732,1934711,2035218,2137429,2240777,2350725,2456725,2559910,2659286,2763509,2863710,2966707,3071284,3170323,3273633,3376520,3477483,3576479,3677776,3782329,3883662,3986527,4087373,4184384,4282648,4378909,4479528,4580431,4682295,4783690,4891417,4989225,5090395,5188473,5290994,5390035,5489128,5590743,5688870,5790860,5887103,5985026,6078847,6179585,6282374,6381143,6479376,6573150,6671921,6767720,6865750,6963589,7066464,7167333,7269196,7367535,7472883,7572604,7670435,7772599,7874041,7976041,8074251,8173420,8276532,8380166,8475044,8578315,8675059,8772116,8879027,8979356,9080413,9184725,9284760,9389822,9489318,9590359,9687226,9790340,9889640,9907563
3542,165108,236365,277530,323486,386642,465711,605783,665598,895303,1045242,1144783,1233760,1327111,1429188,1527244,1634074,1643477,1724894,1856416,1951877,2052670,2153705,2253745,2351572,2455242,2554690,2676124,2821625,2950332,3068319,3167664,3268374,3367902,3468073,3570300,3667071,3769141,3877746,3977351,4078144,4177641,4275135,4368835,4471258,4572495,4672640,4772857,4888439,4984860,5088216,5185903,5284782,5386416,5484102,5584188,5685557,5787691,5880472,5980518,6075254,6174182,6278646,6375986,6475176,6569885,6668783,6761308,6861891,6960854,7060993,7163815,7265295,7362395,7467806,7568028,7665321,7768545,7870964,7970036,8069586,8169084,8270389,8375844,8472261,8572611,8671438,8769272,8872919,8975909,9076049,9179324,9279799,9386427,9483829,9586948,9683805,9784563,9885378,9916478
3729,98963,139289,308631,737725,759499,812745,916710,1049191,1111506,1148523,1209952,1306804,1445767,1553172,1649652,1749986,1852640,1958348,2055582,2155235,2257441,2360619,2467323,2569076,2667495,2708403,2769184,2878185,2982998,3084953,3185770,3282459,3385673,3486392,3583281,3675356,3715559,3806369,3906407,4004502,4105240,4199577,4301308,4398934,4497529,4599134,4698314,4800770,4902066,5000973,5103638,5198968,5303941,5401229,5501210,5603844,5699286,5800404,5897706,5996631,6091368,6190936,6291042,6392406,6489997,6583917,6681079,6779863,6879651,6975151,7076715,7179473,7282133,7378853,7484074,7584355,7681750,7786932,7885525,7986351,8086009,8185097,8288015,8391265,8487008,8589433,8687360,8785538,8894496,8991866,9092392,9196254,9295100,9402327,9500715,9603001,9700142,9802909,9999711
3762,23840,329129,520123,717993,816118,872290,940596,956417,1041174,1132465,1210990,1354811,1406212,1465038,1599079,1698872,1799985,1900258,1996933,2099407,2272632,2374714,2475965,2580610,2608559,2678724,2783725,2883916,2997520,3096702,3197270,3293621,3396930,3496013,3592895,3695110,3795063,3825106,3917154,4011056,4113941,4207965,4306690,4404535,4496664,4598654,4696971,4798361,4902522,5000116,5100574,5197257,5303160,5400207,5500878,5603064,5696935,5801223,5896712,5993850,6089438,6190205,6290392,6391770,6489511,6582134,6681754,6778960,6875125,6973477,7075836,7176512,7281318,7377383,7481363,7583060,7681083,7782195,7883546,7985533,8083273,8184094,8286745,8388315,8485636,8589073,8682935,8782893,8892858,8988844,9090416,9195430,9292503,9401616,9499717,9599069,9697618,9802360,9998959
3784,7099,29416,143740,185755,195106,392221,422030,624015,800181,909677,1025946,1161808,1318782,1448945,1536006,1623522,1731120,1835547,1933513,2051306,2151989,2243538,2349401,2451938,2553184,2663317,2766696,2868674,2975048,3079178,3176124,3276749,3377938,3476652,3575791,3673556,3776568,3874611,3974849,4084683,4183130,4291228,4385139,4485760,4586424,4686972,4788345,4892990,4989057,5091391,5190419,5290492,5390021,5490763,5590590,5688362,5792208,5886019,5985132,6080735,6178943,6282256,6382310,6479132,6572725,6673924,6766281,6865886,6965065,7065856,7166771,7270644,7367296,7472498,7574709,7669372,7772650,7875303,7975930,8074233,8174647,8276234,8379662,8476714,8577187,8675216,8773666,8878805,8979759,9082015,9184618,9284661,9390957,9488627,9590553,9688772,9790593,9890960,9921395
3798,401680,493940,511275,604825,695633,805401,911299,1019897,1159639,1236894,1306155,1387173,1406142,1554275,1652372,1683620,1760187,1781771,1864340,1959058,2075956,2284994,2386762,2487812,2520352,2601532,2701470,2804374,2908137,3011607,3109816,3212046,3311435,3411878,3519334,3619515,3732532,3832716,3934477,4032668,4130603,4226854,4323430,4416166,4516281,4616819,4719763,4819774,4923265,5021971,5120645,5217854,5323697,5421541,5520894,5622149,5719837,5818472,5915374,6015256,6109328,6210993,6311140,6412304,6508734,6603452,6699777,6799436,6899244,6993854,7096136,7199724,7302956,7399814,7505198,7599879,7702912,7806775,7905256,8002722,8106711,8203286,8308292,8409277,8506358,8607253,8706642,8805015,8912050,9010941,9113075,9215255,9315472,9419239,9522765,9621277,9718851,9820485,9970695
